"221Addie_GranddadandPops" "221Addie_TheSlap" "AMAZINGmadness_Alike" "AMAZINGmadness_ItMayBeRage" "AmbiguousMorals_CapturedInaPrecariousSituation" "AmbiguousMorals_TwoYearsLater" "EventHorizon_InFineSpirits" "EventHorizon_NotQuiteaCountryHoliday" "Lizard501_TheCollegeDays" "Lizard501_TheForger" "okapi_Bees&OtherStories" "okapi_Cheers" "okapi_FromthePenofInkyQuill"
"echoed" 0 0 0.0104245781768902 0 0 0 0.00147315542526314 0.00135211877011277 0.00568020448736154 0.0193236714975845 0.00850867276860057 0.00350037103933017 0.013081300281248
"event" 0 0 0 0 0 0 0.00957551026421042 0.00540847508045107 0.00568020448736154 0 0.0024310493624573 0.00280029683146414 0.00654065014062398
"everywhere" 0 0.00709924747976714 0.00446767636152437 0 0 0 0 0.00473241569539468 0 0 0.0109397221310579 0.0063006678707943 0.00436043342708265
"exit" 0 0 0.00446767636152437 0 0 0 0.00883893255157885 0.0040563563103383 0 0 0.0024310493624573 0.00280029683146414 0.0087208668541653
"fallen" 0.0212021626205873 0.00709924747976714 0.0104245781768902 0 0.0162271805273834 0.0112879557512135 0.00220973313789471 0.00202817815516915 0.00568020448736154 0 0.0024310493624573 0.0021002226235981 0.0087208668541653
"fate" 0 0 0.00297845090768291 0 0 0 0.00294631085052628 0.0114930095459585 0.00568020448736154 0 0.00486209872491461 0 0.00654065014062398
"frame" 0.0106010813102937 0 0.00893535272304874 0 0.00811359026369168 0.00376265191707115 0.005156043988421 0.00338029692528192 0.00568020448736154 0 0.00486209872491461 0.0021002226235981 0.00436043342708265
"froze" 0 0 0.00595690181536583 0 0.00811359026369168 0.00376265191707115 0.00294631085052628 0.00473241569539468 0.0113604089747231 0.0386473429951691 0.00364657404368596 0.00280029683146414 0.00654065014062398
"grandfather" 0.0106010813102937 0 0 0 0 0 0.0176778651031577 0.00270423754022553 0 0 0.0024310493624573 0 0
"grunted" 0 0 0.00148922545384146 0 0 0.00376265191707115 0 0 0 0 0.00486209872491461 0.0161017067809188 0.00436043342708265
"hmm" 0 0 0 0 0 0.0075253038341423 0 0.000676059385056383 0.0113604089747231 0 0.00850867276860057 0.0126013357415886 0.00218021671354133
"huh" 0.0106010813102937 0.0212977424393014 0 0 0 0 0.00662919941368414 0.00270423754022553 0.0170406134620846 0 0.0024310493624573 0.0063006678707943 0
"image" 0 0 0.00148922545384146 0.00547585149490746 0.00811359026369168 0 0.00883893255157885 0.00202817815516915 0.00568020448736154 0.0386473429951691 0.00607762340614326 0.00350037103933017 0
"investigation" 0 0 0 0 0 0 0 0.017577544011466 0.00568020448736154 0 0.0024310493624573 0 0.00436043342708265
"larger" 0 0 0.00148922545384146 0 0.00811359026369168 0 0.000736577712631571 0.00743665323562022 0.0113604089747231 0.0193236714975845 0.00607762340614326 0.00560059366292827 0.00218021671354133
"ma" 0 0.00709924747976714 0 0.0164275544847224 0 0 0.010312087976842 0.000676059385056383 0 0 0.00486209872491461 0.0042004452471962 0.00436043342708265
"medical" 0 0.00709924747976714 0 0 0 0.0075253038341423 0.00662919941368414 0.00676059385056383 0 0.0193236714975845 0.00729314808737191 0.000700074207866034 0.00218021671354133
"naught" 0 0 0 0 0 0 0.0117852434021051 0.00743665323562022 0 0 0.0024310493624573 0.000700074207866034 0.00218021671354133
"nevertheless" 0 0 0.00297845090768291 0 0 0 0 0.00135211877011277 0.00568020448736154 0 0.0145862961747438 0.00560059366292827 0.013081300281248
"nights" 0 0 0.00297845090768291 0 0 0 0.00736577712631571 0 0 0 0.00972419744982922 0.00490051945506224 0.0087208668541653
"nuzzled" 0 0 0 0 0 0 0 0 0 0 0.0024310493624573 0.020302152028115 0
"occurred" 0 0.00709924747976714 0.00148922545384146 0 0 0.0075253038341423 0.00294631085052628 0.00743665323562022 0.00568020448736154 0 0.00972419744982922 0.000700074207866034 0.00436043342708265
"officer" 0 0.00709924747976714 0.00446767636152437 0 0 0.0639650825902096 0 0.00202817815516915 0 0 0 0.00490051945506224 0
"option" 0 0.00709924747976714 0.00446767636152437 0 0 0.0075253038341423 0.00662919941368414 0.00878877200573298 0 0 0 0.0021002226235981 0
"ou" 0 0 0 0.169751396342131 0 0 0 0 0 0 0 0 0
"page" 0 0 0.00148922545384146 0 0 0 0 0.00473241569539468 0.0170406134620846 0 0.0121552468122865 0.00560059366292827 0.00436043342708265
"played" 0.0106010813102937 0 0.00595690181536583 0 0 0 0.00368288856315786 0.00473241569539468 0 0 0.0109397221310579 0.00140014841573207 0.00654065014062398
"pure" 0 0 0.00893535272304874 0 0.00811359026369168 0.00376265191707115 0.00294631085052628 0.000676059385056383 0.00568020448736154 0.0386473429951691 0.00850867276860057 0.00490051945506224 0.00218021671354133
"race" 0 0 0.00148922545384146 0 0 0 0.00589262170105257 0.0114930095459585 0 0 0.00121552468122865 0 0.0087208668541653
"readers" 0 0 0 0 0 0 0 0.00135211877011277 0 0 0.00121552468122865 0 0.0610460679791571
"road" 0 0 0.00893535272304874 0 0 0 0.00662919941368414 0.0040563563103383 0 0 0.00486209872491461 0.000700074207866034 0.0109010835677066
"shiver" 0 0 0.0253168327153048 0 0.00811359026369168 0.00376265191707115 0.00147315542526314 0 0.0113604089747231 0.0386473429951691 0.00121552468122865 0.00140014841573207 0.00654065014062398
"shopping" 0.0106010813102937 0 0 0 0 0 0.0139949765399999 0.00202817815516915 0 0 0 0.00560059366292827 0
"spotted" 0 0 0.00148922545384146 0 0.00811359026369168 0.0112879557512135 0.00294631085052628 0.00135211877011277 0.0340812269241693 0 0.00850867276860057 0.00280029683146414 0.00654065014062398
"student" 0 0 0.00148922545384146 0 0 0 0.005156043988421 0 0.107923885259869 0 0.00364657404368596 0.000700074207866034 0
"twitched" 0.0106010813102937 0 0 0 0 0.0075253038341423 0 0 0.0284010224368077 0 0.00607762340614326 0.00910096470225844 0.0109010835677066
"umbrella" 0 0 0.00893535272304874 0 0 0 0.000736577712631571 0.000676059385056383 0 0 0.00486209872491461 0.0133014099494546 0
"unlike" 0 0.00709924747976714 0.00446767636152437 0 0.00811359026369168 0.0075253038341423 0.00736577712631571 0.0040563563103383 0.00568020448736154 0 0.00121552468122865 0.00350037103933017 0.00218021671354133
"upstairs" 0 0.00709924747976714 0.00148922545384146 0 0 0.0075253038341423 0.00220973313789471 0.000676059385056383 0 0 0.00729314808737191 0.0112011873258565 0.00218021671354133
"verse" 0 0 0 0 0 0 0 0 0 0 0.00121552468122865 0.000700074207866034 0.0632262846926984
"win" 0.0106010813102937 0.00709924747976714 0.00446767636152437 0 0 0 0.00294631085052628 0.00743665323562022 0 0 0.0024310493624573 0.00490051945506224 0.00436043342708265
"wiped" 0 0 0.00148922545384146 0 0 0.00376265191707115 0.00368288856315786 0.000676059385056383 0 0 0.00364657404368596 0.0133014099494546 0.00218021671354133
"abandoned" 0 0 0.00744612726920729 0 0 0.00376265191707115 0.00220973313789471 0.00270423754022553 0 0 0.00729314808737191 0.00350037103933017 0.013081300281248
"accompany" 0 0 0 0 0 0 0.00589262170105257 0.00676059385056383 0 0 0.00972419744982922 0.00140014841573207 0.00436043342708265
"alert" 0 0.00709924747976714 0.00595690181536583 0 0 0.0112879557512135 0.00294631085052628 0.00743665323562022 0 0 0.00486209872491461 0.000700074207866034 0.00436043342708265
"animals" 0.0106010813102937 0 0 0 0 0 0 0.00338029692528192 0 0 0.00607762340614326 0.00140014841573207 0.0370636841302025
"approached" 0.0212021626205873 0 0.00446767636152437 0 0.0162271805273834 0 0.00220973313789471 0.00135211877011277 0.0113604089747231 0 0.00607762340614326 0.00700074207866034 0.00218021671354133
"audience" 0 0 0.00297845090768291 0 0 0 0.000736577712631571 0.00338029692528192 0 0 0.00486209872491461 0.000700074207866034 0.0370636841302025
"autre" 0 0 0 0.164275544847224 0 0 0 0 0 0 0 0 0
"autumn" 0 0 0.00297845090768291 0 0 0 0 0 0 0 0.00486209872491461 0.0042004452471962 0.0392439008437439
"based" 0 0.00709924747976714 0.00297845090768291 0 0 0.0075253038341423 0.00957551026421042 0.00270423754022553 0.00568020448736154 0 0.00364657404368596 0.0021002226235981 0.00218021671354133
"bought" 0.0106010813102937 0 0.00595690181536583 0 0 0.00376265191707115 0.00589262170105257 0.000676059385056383 0 0 0.00486209872491461 0.00700074207866034 0.00218021671354133
"catching" 0.0106010813102937 0 0.0119138036307317 0 0.00811359026369168 0.00376265191707115 0.00368288856315786 0.00270423754022553 0 0 0.00607762340614326 0.0021002226235981 0.00436043342708265
"chapter" 0 0.00709924747976714 0 0 0 0 0 0 0 0.0193236714975845 0.00607762340614326 0.00980103891012447 0.0196219504218719
"cloth" 0 0 0.00148922545384146 0 0 0.00376265191707115 0.000736577712631571 0.0081127126206766 0 0 0.00729314808737191 0.00490051945506224 0.00436043342708265
"confess" 0 0 0.00148922545384146 0 0 0 0.00147315542526314 0.00135211877011277 0 0 0.0133707714935152 0.00490051945506224 0.0152615169947893
"convinced" 0 0.00709924747976714 0.00148922545384146 0 0 0.0075253038341423 0.00883893255157885 0.00338029692528192 0 0 0.00364657404368596 0.00140014841573207 0.0087208668541653
"dagger" 0 0 0 0 0 0 0.00147315542526314 0.00135211877011277 0 0.367149758454106 0.00364657404368596 0.00280029683146414 0
"described" 0 0.00709924747976714 0.00446767636152437 0 0 0 0.00662919941368414 0.00608453446550745 0 0 0.00607762340614326 0.000700074207866034 0.00436043342708265
"dreadful" 0 0 0.00148922545384146 0 0 0.00376265191707115 0.0110486656894736 0.00473241569539468 0 0 0.00486209872491461 0 0.00436043342708265
"drugs" 0 0.0141984949595343 0.0238276072614633 0 0 0.0263385634194981 0 0 0 0 0 0.00350037103933017 0
"entrance" 0 0 0.00446767636152437 0 0 0 0.00147315542526314 0.00338029692528192 0.00568020448736154 0.0193236714975845 0.00121552468122865 0.0021002226235981 0.0305230339895786
"étaient" 0 0 0 0.164275544847224 0 0 0 0 0 0 0 0 0
"exchange" 0 0 0.00446767636152437 0 0.00811359026369168 0 0.00441946627578943 0.00338029692528192 0 0 0.00607762340614326 0.0042004452471962 0.0087208668541653
"forgive" 0 0 0.00148922545384146 0 0.0162271805273834 0.0112879557512135 0.00147315542526314 0.00135211877011277 0 0 0.00972419744982922 0.00140014841573207 0.0218021671354133
"function" 0 0 0 0 0 0.00376265191707115 0.015468131965263 0.00473241569539468 0 0 0.00121552468122865 0 0
"gather" 0 0 0 0 0 0 0.00662919941368414 0.00878877200573298 0.00568020448736154 0 0.00486209872491461 0 0.00654065014062398
"gentlemen" 0 0 0 0 0 0 0 0.00338029692528192 0.0113604089747231 0.0579710144927536 0.0158018208559725 0.00280029683146414 0.00654065014062398
"gladly" 0 0 0.00148922545384146 0 0 0 0.00736577712631571 0.00608453446550745 0.00568020448736154 0 0.00121552468122865 0.00350037103933017 0.00654065014062398
"happening" 0 0.00709924747976714 0.0104245781768902 0 0 0.00376265191707115 0.00368288856315786 0.0081127126206766 0 0 0.0024310493624573 0.000700074207866034 0.00218021671354133
"history" 0 0.0212977424393014 0.00148922545384146 0 0 0.0075253038341423 0.00441946627578943 0.00540847508045107 0 0.0193236714975845 0.00607762340614326 0.0021002226235981 0.00218021671354133
"horror" 0 0 0.00446767636152437 0 0 0.0112879557512135 0.00441946627578943 0.00270423754022553 0 0 0.00972419744982922 0.0021002226235981 0.00654065014062398
"importance" 0.0106010813102937 0 0.00297845090768291 0.0383309604643522 0 0.00376265191707115 0.000736577712631571 0.00676059385056383 0 0 0.00364657404368596 0.000700074207866034 0.0087208668541653
"informed" 0.0424043252411746 0.0141984949595343 0 0 0 0 0.00736577712631571 0.00270423754022553 0 0 0.00607762340614326 0.000700074207866034 0.0087208668541653
"insane" 0 0 0.00446767636152437 0 0 0 0.010312087976842 0.00743665323562022 0 0 0.00121552468122865 0.000700074207866034 0
"instantly" 0 0 0.00148922545384146 0 0.0405679513184584 0.0451518230048538 0.000736577712631571 0.000676059385056383 0.0284010224368077 0 0.00364657404368596 0.00140014841573207 0
"insult" 0 0 0.00446767636152437 0 0 0.00376265191707115 0.0110486656894736 0.00473241569539468 0.00568020448736154 0 0.00121552468122865 0 0.00436043342708265
"jump" 0 0.00709924747976714 0.00297845090768291 0 0.0162271805273834 0.0225759115024269 0.00294631085052628 0.00540847508045107 0 0 0.00486209872491461 0.000700074207866034 0.00436043342708265
"member" 0.0106010813102937 0.00709924747976714 0 0 0.00811359026369168 0 0.00883893255157885 0.00270423754022553 0.0113604089747231 0 0.00121552468122865 0.00280029683146414 0.0087208668541653
"motorcycle" 0 0 0 0 0 0 0.0213607536663156 0.000676059385056383 0 0 0 0 0
"mud" 0 0 0 0 0 0.00376265191707115 0 0.0135211877011277 0.00568020448736154 0 0.00607762340614326 0.00140014841573207 0.00218021671354133
"newspaper" 0 0 0.00297845090768291 0 0 0 0.000736577712631571 0.00473241569539468 0 0 0.0158018208559725 0.0021002226235981 0.0087208668541653
"observe" 0 0 0.00148922545384146 0 0 0 0.005156043988421 0.0040563563103383 0.0113604089747231 0 0.0109397221310579 0.000700074207866034 0.0087208668541653
"orders" 0 0 0.00595690181536583 0 0.00811359026369168 0.0075253038341423 0.00883893255157885 0 0 0.0193236714975845 0.00486209872491461 0.00280029683146414 0.00436043342708265
"pardon" 0 0 0.00148922545384146 0 0 0 0.00810235483894728 0.00540847508045107 0.00568020448736154 0.0193236714975845 0.00486209872491461 0.0021002226235981 0.00218021671354133
"parts" 0 0 0 0 0 0.00376265191707115 0.00220973313789471 0.00676059385056383 0 0 0.00607762340614326 0.00490051945506224 0.0087208668541653
"personne" 0 0 0 0.164275544847224 0 0 0 0 0 0 0 0 0
"physical" 0 0.00709924747976714 0.00446767636152437 0 0.00811359026369168 0.0150506076682846 0.00220973313789471 0.00676059385056383 0.00568020448736154 0 0.00364657404368596 0.00280029683146414 0
"possibility" 0 0.00709924747976714 0.00297845090768291 0 0 0 0.00589262170105257 0.0101408907758458 0 0 0.0024310493624573 0.000700074207866034 0.00218021671354133
"proof" 0 0 0.00446767636152437 0 0 0 0.00589262170105257 0.0081127126206766 0 0 0.00364657404368596 0.000700074207866034 0.00654065014062398
"rarely" 0 0 0.00148922545384146 0 0 0.0112879557512135 0.00662919941368414 0.00473241569539468 0 0 0.00364657404368596 0.00280029683146414 0.00654065014062398
"reality" 0.0106010813102937 0.00709924747976714 0.0178707054460975 0 0.00811359026369168 0.0075253038341423 0.00368288856315786 0.00270423754022553 0 0 0.00364657404368596 0.000700074207866034 0
"report" 0 0 0 0 0 0.0075253038341423 0.00368288856315786 0.00946483139078937 0 0.0193236714975845 0.00121552468122865 0.00350037103933017 0.00436043342708265
"research" 0 0 0 0 0 0.0112879557512135 0.005156043988421 0.00878877200573298 0 0.0386473429951691 0.00121552468122865 0.0021002226235981 0.00218021671354133
"residence" 0 0 0 0 0 0 0.00220973313789471 0.00608453446550745 0 0 0.00607762340614326 0.00280029683146414 0.0196219504218719
"resist" 0 0 0.0134030290845731 0 0.0162271805273834 0 0 0.000676059385056383 0 0 0.0121552468122865 0.00490051945506224 0.00218021671354133
"shouted" 0 0 0.00893535272304874 0 0.00811359026369168 0 0.000736577712631571 0.00270423754022553 0 0 0.00972419744982922 0.00350037103933017 0.0109010835677066
"shrug" 0.0106010813102937 0 0.00297845090768291 0 0 0 0.00662919941368414 0.0040563563103383 0.00568020448736154 0 0.00364657404368596 0.00490051945506224 0.00218021671354133
"slicked" 0 0 0 0 0 0 0 0 0 0 0.00364657404368596 0.0189020036123829 0
"slip" 0 0 0.00297845090768291 0 0.00811359026369168 0.0150506076682846 0.00589262170105257 0.00270423754022553 0 0 0.00121552468122865 0.00560059366292827 0.00436043342708265
"specific" 0 0 0.00148922545384146 0 0.00811359026369168 0.0075253038341423 0.010312087976842 0.0040563563103383 0 0 0.00121552468122865 0.00350037103933017 0
"spending" 0.031803243930881 0.0141984949595343 0.00744612726920729 0 0 0 0.00589262170105257 0.00338029692528192 0 0 0.00364657404368596 0.00280029683146414 0
"strangely" 0 0 0.0208491563537804 0 0.0243407707910751 0.0188132595853558 0.00441946627578943 0.000676059385056383 0 0 0 0 0.00218021671354133
"tap" 0.0106010813102937 0 0.00148922545384146 0 0 0.00376265191707115 0.00147315542526314 0.00135211877011277 0.00568020448736154 0 0.00364657404368596 0.0112011873258565 0.00654065014062398
"tidy" 0 0 0 0 0 0 0.00810235483894728 0.0114930095459585 0 0 0.00121552468122865 0.000700074207866034 0
"town" 0 0 0.00148922545384146 0 0 0 0 0 0 0 0.00607762340614326 0.00140014841573207 0.0479647676979092
"utter" 0 0 0.00297845090768291 0 0.00811359026369168 0.0150506076682846 0.00736577712631571 0.00473241569539468 0 0 0 0.00350037103933017 0.00218021671354133
"value" 0.0212021626205873 0 0.00297845090768291 0 0.00811359026369168 0 0.00736577712631571 0.00540847508045107 0 0 0.0024310493624573 0.00280029683146414 0.00218021671354133
"vole" 0 0 0 0 0 0 0 0 0 0 0 0 0.0654065014062398
"whilst" 0 0 0 0 0.0162271805273834 0.0112879557512135 0 0 0 0 0.0121552468122865 0.000700074207866034 0.0305230339895786
"yanked" 0 0 0 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0 0.0189020036123829 0
"aloud" 0 0 0.00148922545384146 0 0 0 0.00220973313789471 0.00338029692528192 0 0 0.00486209872491461 0.0084008904943924 0.0087208668541653
"anxiety" 0 0.00709924747976714 0.0104245781768902 0 0.0243407707910751 0.0150506076682846 0 0.000676059385056383 0 0 0.00729314808737191 0.00350037103933017 0.00436043342708265
"aussi" 0 0 0 0.158799693352316 0 0 0 0 0 0 0 0 0
"beloved" 0 0 0.00744612726920729 0 0.00811359026369168 0 0.00294631085052628 0.00473241569539468 0 0 0.00850867276860057 0.0021002226235981 0.00436043342708265
"benefit" 0 0.00709924747976714 0.00148922545384146 0 0.00811359026369168 0 0.00957551026421042 0.00676059385056383 0 0 0.00121552468122865 0 0.00436043342708265
"bored" 0 0 0.00595690181536583 0 0 0.00376265191707115 0.00294631085052628 0.00202817815516915 0.0113604089747231 0 0.00486209872491461 0.00770081628652637 0
"bow" 0 0 0 0 0 0 0.00368288856315786 0.000676059385056383 0.0113604089747231 0 0.00486209872491461 0.00490051945506224 0.0218021671354133
"champagne" 0 0 0.00595690181536583 0 0 0 0.00147315542526314 0 0 0.0193236714975845 0.00121552468122865 0.0147015583651867 0
"chemistry" 0 0 0 0 0 0 0.00220973313789471 0 0.062482249360977 0 0.00486209872491461 0.00700074207866034 0.00218021671354133
"cleaning" 0 0 0.00297845090768291 0 0.00811359026369168 0.0112879557512135 0.00589262170105257 0.00202817815516915 0.00568020448736154 0 0.00364657404368596 0.00490051945506224 0.00218021671354133
"collect" 0 0 0 0 0 0 0.00441946627578943 0.00946483139078937 0.00568020448736154 0 0.00607762340614326 0.00140014841573207 0.00218021671354133
"credit" 0 0 0.00148922545384146 0 0 0 0.00957551026421042 0.00743665323562022 0 0 0.0024310493624573 0.00140014841573207 0
"cunt" 0 0 0 0 0 0.0075253038341423 0.000736577712631571 0 0 0 0 0.0182019294045169 0
"daft" 0 0 0 0 0 0 0.010312087976842 0.00946483139078937 0 0 0 0.000700074207866034 0
"darling" 0.0424043252411746 0.0141984949595343 0.00744612726920729 0 0.0162271805273834 0.0075253038341423 0.00589262170105257 0.00202817815516915 0.0170406134620846 0 0 0 0
"decide" 0 0.00709924747976714 0.00446767636152437 0 0 0 0.00883893255157885 0.00473241569539468 0 0 0.0024310493624573 0.00140014841573207 0.00436043342708265
"despair" 0 0 0.0193599308999389 0 0 0.0075253038341423 0.00220973313789471 0.00202817815516915 0 0 0.00607762340614326 0.0021002226235981 0
"deux" 0 0 0 0.158799693352316 0 0 0 0 0 0 0 0 0
"downstairs" 0 0.00709924747976714 0.00297845090768291 0 0 0.0338638672536404 0.00147315542526314 0 0 0 0.0121552468122865 0.00350037103933017 0
"eggs" 0 0 0 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0.0145862961747438 0.00700074207866034 0.0087208668541653
"encore" 0 0 0 0.142372138867594 0 0 0 0 0 0 0.0024310493624573 0.000700074207866034 0
"england" 0 0.00709924747976714 0.0119138036307317 0 0.00811359026369168 0 0.00147315542526314 0.00473241569539468 0 0 0.00364657404368596 0.00140014841573207 0.0109010835677066
"exhaled" 0 0 0 0 0 0 0 0.000676059385056383 0 0 0.00972419744982922 0.0140014841573207 0
"flower" 0.0212021626205873 0 0 0 0.00811359026369168 0.00376265191707115 0.00294631085052628 0.00540847508045107 0 0 0.0109397221310579 0.0021002226235981 0.00218021671354133
"fly" 0.0106010813102937 0 0.00595690181536583 0 0 0.0075253038341423 0.00147315542526314 0.00743665323562022 0 0.0193236714975845 0.00121552468122865 0.00280029683146414 0.00654065014062398
"grandmother" 0 0 0 0 0 0 0.015468131965263 0.00270423754022553 0 0 0.00486209872491461 0 0
"higher" 0.031803243930881 0 0.00297845090768291 0 0 0.00376265191707115 0.00368288856315786 0.00473241569539468 0 0 0.00121552468122865 0.00490051945506224 0.00654065014062398
"impression" 0 0 0.00297845090768291 0.0438068119592597 0 0.0075253038341423 0.00147315542526314 0.00135211877011277 0 0.0193236714975845 0.00121552468122865 0.00490051945506224 0.0087208668541653
"incapable" 0 0 0.00148922545384146 0.136896287372686 0 0.00376265191707115 0.00147315542526314 0 0 0 0 0 0
"individuals" 0 0 0.00446767636152437 0 0 0 0.00662919941368414 0.0108169501609021 0 0 0.00121552468122865 0 0
"jar" 0.0106010813102937 0 0 0 0 0 0.000736577712631571 0.00202817815516915 0 0 0.0182328702184298 0.0021002226235981 0.013081300281248
"lake" 0.0106010813102937 0 0 0 0 0 0 0.0141972470861841 0 0 0.00121552468122865 0.00140014841573207 0.0087208668541653
"lived" 0.0106010813102937 0.0141984949595343 0.00297845090768291 0 0 0 0.00589262170105257 0.00540847508045107 0 0.0193236714975845 0.0024310493624573 0.0021002226235981 0.00436043342708265
"loss" 0 0 0 0 0.00811359026369168 0.00376265191707115 0.00441946627578943 0.00473241569539468 0 0 0.0109397221310579 0.000700074207866034 0.0087208668541653
"mice" 0 0 0 0 0 0 0.00147315542526314 0.00135211877011277 0.0965634762851463 0.115942028985507 0.00121552468122865 0 0.00218021671354133
"mission" 0 0 0 0.00547585149490746 0 0.0301012153365692 0.000736577712631571 0.00676059385056383 0 0 0.0024310493624573 0.0021002226235981 0.0087208668541653
"moan" 0 0 0.0134030290845731 0 0 0.0075253038341423 0.00147315542526314 0.00135211877011277 0 0 0.00121552468122865 0.0084008904943924 0.00218021671354133
"moon" 0.0106010813102937 0 0 0 0 0.0075253038341423 0 0.00338029692528192 0 0 0.00729314808737191 0.00700074207866034 0.0109010835677066
"performance" 0 0 0 0.00547585149490746 0 0 0.00294631085052628 0.00743665323562022 0 0 0.00729314808737191 0.0021002226235981 0.0087208668541653
"pint" 0 0.0141984949595343 0 0 0 0 0.00883893255157885 0.00270423754022553 0 0 0.0024310493624573 0.0042004452471962 0.00654065014062398
"planned" 0 0 0.00297845090768291 0 0.0162271805273834 0.00376265191707115 0.005156043988421 0.0040563563103383 0 0.0193236714975845 0.00607762340614326 0.00350037103933017 0
"polite" 0 0 0 0 0 0.0112879557512135 0.00957551026421042 0.0040563563103383 0 0 0.00364657404368596 0.00140014841573207 0.00436043342708265
"previous" 0 0.00709924747976714 0.00297845090768291 0 0 0.0112879557512135 0.00662919941368414 0.00338029692528192 0.0113604089747231 0.0193236714975845 0.00121552468122865 0.0021002226235981 0.00436043342708265
"prize" 0 0 0 0 0 0 0.00441946627578943 0.00473241569539468 0.00568020448736154 0 0.00486209872491461 0.0063006678707943 0.00436043342708265
"recent" 0 0 0.00595690181536583 0 0.00811359026369168 0 0.00147315542526314 0.00473241569539468 0.0113604089747231 0.0386473429951691 0.00729314808737191 0 0.0109010835677066
"regardless" 0 0 0 0 0 0 0.005156043988421 0.0101408907758458 0.0113604089747231 0.0193236714975845 0.0024310493624573 0.000700074207866034 0.00218021671354133
"relaxed" 0 0 0.0178707054460975 0 0 0.00376265191707115 0.00220973313789471 0 0.00568020448736154 0.0193236714975845 0 0.00770081628652637 0
"respect" 0 0 0.00148922545384146 0.00547585149490746 0.00811359026369168 0.00376265191707115 0.00589262170105257 0.00202817815516915 0 0 0.00607762340614326 0.00350037103933017 0.0087208668541653
"rim" 0 0.00709924747976714 0 0 0 0 0.000736577712631571 0 0 0 0.0024310493624573 0.0175018551966508 0
"rodent" 0 0 0 0 0 0 0 0 0.0511218403862539 0.0386473429951691 0 0.000700074207866034 0.0370636841302025
"sharply" 0 0 0.00148922545384146 0 0.00811359026369168 0.0075253038341423 0.00368288856315786 0.00608453446550745 0.00568020448736154 0 0.0024310493624573 0.00560059366292827 0
"spies" 0 0 0 0 0 0 0.00294631085052628 0.0169014846264096 0 0 0 0 0
"startled" 0 0 0.00297845090768291 0 0.00811359026369168 0.0075253038341423 0.00589262170105257 0.00743665323562022 0 0 0.0024310493624573 0.00140014841573207 0.00218021671354133
"successful" 0 0 0.00148922545384146 0 0 0 0.00662919941368414 0.00608453446550745 0.0170406134620846 0 0.00364657404368596 0.00280029683146414 0
"suggested" 0.0106010813102937 0 0.00148922545384146 0 0 0.00376265191707115 0.00147315542526314 0.000676059385056383 0 0 0.0133707714935152 0.00350037103933017 0.0152615169947893
"team" 0.0106010813102937 0.00709924747976714 0.00595690181536583 0 0 0.00376265191707115 0.00441946627578943 0.00676059385056383 0.00568020448736154 0 0 0.00280029683146414 0.00218021671354133
"tops" 0 0 0 0 0 0 0 0.0182536033965223 0 0 0 0.00140014841573207 0
"um" 0 0 0 0 0 0.00376265191707115 0.00147315542526314 0.00338029692528192 0.0397614314115308 0 0.00121552468122865 0.0084008904943924 0.00218021671354133
"vest" 0 0 0 0 0 0 0.000736577712631571 0 0.0397614314115308 0 0 0.0147015583651867 0
"victory" 0 0 0.00595690181536583 0 0 0 0.00662919941368414 0.00743665323562022 0 0 0.0024310493624573 0.0021002226235981 0
"villain" 0 0 0.00595690181536583 0 0 0.00376265191707115 0.00441946627578943 0.00540847508045107 0 0 0.0024310493624573 0.0021002226235981 0.0109010835677066
"weather" 0 0 0 0 0 0 0.00662919941368414 0.00338029692528192 0 0 0.00850867276860057 0.0042004452471962 0.00436043342708265
"whisky" 0 0 0.00446767636152437 0 0 0 0.0162047096778946 0.00202817815516915 0 0 0.00121552468122865 0 0
"wood" 0 0 0.00446767636152437 0 0.0162271805273834 0.00376265191707115 0.000736577712631571 0.00540847508045107 0 0 0.00364657404368596 0.00280029683146414 0.0152615169947893
"writing" 0 0 0 0 0 0 0 0.00878877200573298 0.0227208179494462 0 0.00486209872491461 0.00140014841573207 0.013081300281248
"afterwards" 0 0 0.00893535272304874 0 0 0.00376265191707115 0.00441946627578943 0.000676059385056383 0 0 0.00729314808737191 0.00560059366292827 0
"avoir" 0 0 0 0.153323841857409 0 0 0 0 0 0 0 0 0
"babies" 0 0.00709924747976714 0 0 0 0 0.000736577712631571 0.0169014846264096 0 0 0 0.000700074207866034 0
"beast" 0 0 0 0 0 0.00376265191707115 0.00147315542526314 0.000676059385056383 0 0 0.00972419744982922 0.00490051945506224 0.0196219504218719
"bet" 0 0 0.00148922545384146 0 0 0 0.00294631085052628 0.00202817815516915 0 0 0.00486209872491461 0.00910096470225844 0.00654065014062398
"biscuit" 0 0.00709924747976714 0 0 0 0 0.00294631085052628 0.0128451283160713 0 0 0.0024310493624573 0.00140014841573207 0
"brave" 0 0.0141984949595343 0 0.00547585149490746 0 0 0.000736577712631571 0.0114930095459585 0.00568020448736154 0 0.0024310493624573 0.00140014841573207 0.00436043342708265
"bugger" 0 0 0 0 0 0.00376265191707115 0.00957551026421042 0.00540847508045107 0.00568020448736154 0 0 0.00350037103933017 0
