"221Addie_GranddadandPops" "221Addie_TheSlap" "AMAZINGmadness_Alike" "AMAZINGmadness_ItMayBeRage" "AmbiguousMorals_CapturedInaPrecariousSituation" "AmbiguousMorals_TwoYearsLater" "EventHorizon_InFineSpirits" "EventHorizon_NotQuiteaCountryHoliday" "Lizard501_TheCollegeDays" "Lizard501_TheForger" "okapi_Bees&OtherStories" "okapi_Cheers" "okapi_FromthePenofInkyQuill"
"forward" 0.0106010813102937 0.0354962373988357 0.052122890884451 0 0.0405679513184584 0.0112879557512135 0.0191510205284208 0.0202817815516915 0.0340812269241693 0.0386473429951691 0.0133707714935152 0.0574060850450148 0.0174417337083306
"sebastian" 0 0 0.035741410892195 0 0 0.00376265191707115 0.135530299124209 0 0 0 0 0.00350037103933017 0
"fine" 0.0742075691720556 0.04969473235837 0.0238276072614633 0.0164275544847224 0 0.0112879557512135 0.0508238621715784 0.0182536033965223 0.0340812269241693 0.0193236714975845 0.031603641711945 0.0224023746517131 0.0348834674166612
"taking" 0.0106010813102937 0.0354962373988357 0.0551013417921339 0 0.0567951318458418 0.0301012153365692 0.0265167976547366 0.0344790286378756 0.0511218403862539 0.0579710144927536 0.0206639195808871 0.0224023746517131 0.0152615169947893
"these" 0.0742075691720556 0.0283969899190686 0.0446767636152437 0 0.0162271805273834 0.0188132595853558 0.025780219942105 0.0182536033965223 0.0340812269241693 0.0966183574879227 0.0413278391617742 0.0280029683146414 0.0392439008437439
"anyone" 0.0424043252411746 0.0283969899190686 0.0282952836229877 0 0.0162271805273834 0.0263385634194981 0.0419849296199996 0.0392114443332702 0.0340812269241693 0.0579710144927536 0.0145862961747438 0.021002226235981 0.0218021671354133
"prick" 0 0 0 0 0.00811359026369168 0 0.005156043988421 0 0 0 0.0194483948996584 0.131613951078814 0
"god" 0.0424043252411746 0.0567939798381372 0.00148922545384146 0 0.0162271805273834 0.0413891710877827 0.0147315542526314 0.00135211877011277 0 0.0193236714975845 0.024310493624573 0.0959101664776466 0.00654065014062398
"london" 0.0106010813102937 0.00709924747976714 0.0238276072614633 0 0.00811359026369168 0 0.0228339090915787 0.0507044538792287 0.0170406134620846 0.0193236714975845 0.0498365119303747 0.0147015583651867 0.0392439008437439
"told" 0.031803243930881 0.0638932273179043 0.035741410892195 0 0.0243407707910751 0.075253038341423 0.0243070645168419 0.0202817815516915 0.0284010224368077 0.0386473429951691 0.0303881170307163 0.0196020778202489 0.0588658512656158
"ne" 0 0.00709924747976714 0 1.11159785346621 0 0 0 0 0.0113604089747231 0 0 0.000700074207866034 0
"word" 0.0106010813102937 0.00709924747976714 0.0312737345306706 0 0.0486815415821501 0.0338638672536404 0.0368288856315786 0.0270423754022553 0.0113604089747231 0 0.0437588885242315 0.0196020778202489 0.0283428172760372
"show" 0.0530054065514683 0.0141984949595343 0.0268060581691462 0 0.00811359026369168 0.0338638672536404 0.0287265307926313 0.026366316017199 0.0170406134620846 0.0386473429951691 0.0170173455372011 0.04060430405623 0.0348834674166612
"together" 0.0106010813102937 0.09938946471674 0.0282952836229877 0 0.0405679513184584 0.0263385634194981 0.0265167976547366 0.0135211877011277 0.0113604089747231 0 0.0352502157556309 0.0469049719270243 0.013081300281248
"en" 0 0 0 0.936370605629175 0 0 0.000736577712631571 0.00202817815516915 0.00568020448736154 0 0.0121552468122865 0.0105011131179905 0.0087208668541653
"slowly" 0.0212021626205873 0.0851909697572057 0.0699935963305485 0 0.0730223123732252 0.0338638672536404 0.0139949765399999 0.0202817815516915 0.0340812269241693 0.0579710144927536 0.0158018208559725 0.0329034877697036 0.0174417337083306
"close" 0.031803243930881 0.0283969899190686 0.0595690181536583 0 0.0243407707910751 0.0225759115024269 0.0213607536663156 0.0243381378620298 0.062482249360977 0.0579710144927536 0.0230949689433444 0.0287030425225074 0.0196219504218719
"gaze" 0 0 0.105735007222743 0 0.0162271805273834 0.0150506076682846 0.00736577712631571 0.00473241569539468 0.0511218403862539 0 0.0340346910744023 0.0476050461348903 0.0109010835677066
"morning" 0.031803243930881 0.0709924747976714 0.016381479992256 0 0 0.0451518230048538 0.0139949765399999 0.00878877200573298 0.00568020448736154 0 0.0729314808737191 0.0385040814326319 0.0436043342708265
"floor" 0.031803243930881 0.00709924747976714 0.0491444399767681 0 0.0324543610547667 0.0338638672536404 0.00883893255157885 0.0236620784769734 0.0227208179494462 0 0.0158018208559725 0.0567060108371487 0.0174417337083306
"name" 0.0212021626205873 0.00709924747976714 0.0536121163382925 0 0.0324543610547667 0.0376265191707115 0.0250436422294734 0.0155493658562968 0.0284010224368077 0.0386473429951691 0.0255260183058017 0.0266028198989093 0.0588658512656158
"pas" 0 0 0 1.10612200197131 0 0 0 0 0 0 0 0 0
"glass" 0.0106010813102937 0 0.0148922545384146 0 0.0162271805273834 0.0188132595853558 0.0287265307926313 0.00878877200573298 0.00568020448736154 0.0386473429951691 0.0449744132054601 0.0560059366292827 0.0239823838489546
"play" 0.0212021626205873 0.00709924747976714 0.0223383818076219 0 0.00811359026369168 0.0112879557512135 0.0162047096778946 0.0676059385056383 0.00568020448736154 0 0.00850867276860057 0.0231024488595791 0.0327032507031199
"heart" 0.0212021626205873 0.0141984949595343 0.0565905672459754 0 0.0486815415821501 0.0526771268389961 0.0228339090915787 0.0216339003218043 0.00568020448736154 0 0.027957067668259 0.0175018551966508 0.0545054178385332
"round" 0 0 0.00446767636152437 0 0 0 0.00957551026421042 0.00608453446550745 0.00568020448736154 0 0.0376812651180882 0.0882093501911203 0.0348834674166612
"n" 0 0.00709924747976714 0.00148922545384146 0.941846457124083 0 0 0 0.00135211877011277 0.062482249360977 0.0193236714975845 0.00364657404368596 0.00140014841573207 0.0109010835677066
"eye" 0.0106010813102937 0 0.0193599308999389 0 0 0.0263385634194981 0.0368288856315786 0.03177479109765 0.062482249360977 0.0193236714975845 0.027957067668259 0.0224023746517131 0.0261626005624959
"full" 0.0530054065514683 0.0141984949595343 0.0312737345306706 0 0.0243407707910751 0.0338638672536404 0.0198875982410524 0.0182536033965223 0.0170406134620846 0.0579710144927536 0.0364657404368596 0.0364038588090338 0.0327032507031199
"likely" 0 0.0283969899190686 0.00446767636152437 0 0 0.0112879557512135 0.0559799061599994 0.0594932258849617 0.0397614314115308 0 0.0133707714935152 0.0021002226235981 0.00218021671354133
"attention" 0.0106010813102937 0 0.0148922545384146 0.0438068119592597 0.0243407707910751 0.0301012153365692 0.0338825747810523 0.0358311474079883 0.0908832717977847 0.0386473429951691 0.0230949689433444 0.0168017809887848 0.0109010835677066
"flat" 0.0954097317926429 0 0.0238276072614633 0 0.0243407707910751 0.0075253038341423 0.0626091055736836 0.0081127126206766 0 0.0193236714975845 0.00607762340614326 0.0378040072247658 0.0174417337083306
"reached" 0.0742075691720556 0.0709924747976714 0.0253168327153048 0 0.00811359026369168 0.0263385634194981 0.00589262170105257 0.017577544011466 0.00568020448736154 0 0.0267415429870304 0.062306604500077 0.0152615169947893
"tongue" 0 0 0.0506336654306095 0 0.0324543610547667 0.0188132595853558 0.0132583988273683 0.00473241569539468 0.0113604089747231 0 0.0182328702184298 0.0742078660337996 0.0087208668541653
"hear" 0.0212021626205873 0.0212977424393014 0.0461659890690852 0 0.0405679513184584 0.0639650825902096 0.0235704868042103 0.0283944941723681 0.0170406134620846 0.0579710144927536 0.0255260183058017 0.0126013357415886 0.0370636841302025
"irene" 0 0 0.00148922545384146 0 0 0 0 0 0 0 0 0.135114322118145 0
"job" 0.0106010813102937 0.04969473235837 0.0119138036307317 0 0.0162271805273834 0.0112879557512135 0.072184615837894 0.0169014846264096 0.00568020448736154 0.0966183574879227 0.0024310493624573 0.0273028941067753 0.00654065014062398
"ok" 0 0 0 0 0 0.0188132595853558 0.0596627947231573 0.0709862354309203 0 0 0 0.0021002226235981 0
"tonight" 0 0.0141984949595343 0.00595690181536583 0 0.00811359026369168 0.0112879557512135 0.0692383049873677 0.0135211877011277 0 0.0386473429951691 0.0182328702184298 0.0329034877697036 0.013081300281248
"tried" 0.0424043252411746 0.0354962373988357 0.0699935963305485 0 0.0486815415821501 0.0225759115024269 0.0176778651031577 0.0202817815516915 0.062482249360977 0.0966183574879227 0.0133707714935152 0.0245025972753112 0.0218021671354133
"met" 0.0212021626205873 0.0638932273179043 0.0134030290845731 0 0.0243407707910751 0.0150506076682846 0.0346191524936838 0.017577544011466 0.0170406134620846 0 0.0376812651180882 0.0350037103933017 0.0196219504218719
"reason" 0.031803243930881 0.0283969899190686 0.0297845090768291 0 0.0405679513184584 0.0225759115024269 0.05156043988421 0.0398875037183266 0.00568020448736154 0.0193236714975845 0.00607762340614326 0.0105011131179905 0.0087208668541653
"slightly" 0.031803243930881 0.0212977424393014 0.0908427526843289 0 0.0486815415821501 0.0150506076682846 0.025780219942105 0.0223099597068607 0.0795228628230616 0.0193236714975845 0.0109397221310579 0.0133014099494546 0.0109010835677066
"yourself" 0.0424043252411746 0.0354962373988357 0.0119138036307317 0 0.00811359026369168 0.0112879557512135 0.0272533753673681 0.0216339003218043 0.0113604089747231 0.0193236714975845 0.0449744132054601 0.0392041556404979 0.0152615169947893
"criminal" 0 0.00709924747976714 0.221894592622377 0 0 0.0112879557512135 0.00220973313789471 0.00473241569539468 0.0170406134620846 0.0386473429951691 0.00972419744982922 0.0112011873258565 0
"kissed" 0 0.0283969899190686 0.035741410892195 0 0.0405679513184584 0.0112879557512135 0.00294631085052628 0.00135211877011277 0.00568020448736154 0 0.0218794442621157 0.0903095728147184 0.00218021671354133
"legs" 0.0106010813102937 0.00709924747976714 0.0193599308999389 0 0.0892494929006085 0.0376265191707115 0.00662919941368414 0.0141972470861841 0.0113604089747231 0.0193236714975845 0.0121552468122865 0.0658069755394072 0.0392439008437439
"que" 0 0 0 1.0294600810426 0 0 0 0 0 0 0.00364657404368596 0 0
"water" 0.031803243930881 0.00709924747976714 0.00893535272304874 0 0.0243407707910751 0.0376265191707115 0.0162047096778946 0.0378593255631575 0 0 0.0388967897993169 0.0280029683146414 0.0370636841302025
"onto" 0.0848086504823492 0 0.0119138036307317 0 0.105476673427992 0.0677277345072807 0.0169412873905261 0.0310987317125936 0.0511218403862539 0.0193236714975845 0.0182328702184298 0.0294031167303734 0.013081300281248
"charles" 0 0 0 0 0 0 0.0390386187694733 0.0885637794423862 0 0 0.0024310493624573 0 0.00218021671354133
"feeling" 0.0106010813102937 0.04969473235837 0.0610582436074997 0 0.0730223123732252 0.0564397787560673 0.0279899530799997 0.0169014846264096 0.0284010224368077 0.0772946859903382 0.0170173455372011 0.0147015583651867 0.013081300281248
"kitchen" 0.0212021626205873 0.0709924747976714 0.0193599308999389 0 0 0.0301012153365692 0.0397751964821048 0.03177479109765 0 0 0.0255260183058017 0.0196020778202489 0.00654065014062398
"ready" 0.0212021626205873 0.0425954848786029 0.0223383818076219 0 0.0162271805273834 0.0263385634194981 0.030936263930526 0.0304226723275373 0.0113604089747231 0.0386473429951691 0.0194483948996584 0.0259027456910433 0.0218021671354133
"thinking" 0 0.00709924747976714 0.052122890884451 0 0.00811359026369168 0.0263385634194981 0.0220973313789471 0.0243381378620298 0.0511218403862539 0.0579710144927536 0.0133707714935152 0.0329034877697036 0.0109010835677066
"try" 0.0424043252411746 0.0354962373988357 0.0387198617998779 0 0.0162271805273834 0.0225759115024269 0.0287265307926313 0.03177479109765 0.0511218403862539 0.0772946859903382 0.00607762340614326 0.0231024488595791 0.0109010835677066
"started" 0.106010813102937 0.113587959676274 0.0268060581691462 0 0.0243407707910751 0.0301012153365692 0.0316728416431576 0.0378593255631575 0.0511218403862539 0.0579710144927536 0.00364657404368596 0.00770081628652637 0.0087208668541653
"uncle" 0.031803243930881 0.0212977424393014 0 0 0 0 0.128164521997893 0.000676059385056383 0 0 0 0 0.00654065014062398
"further" 0.0106010813102937 0 0.0387198617998779 0 0 0.0301012153365692 0.0294631085052628 0.0513805132642851 0.0397614314115308 0.0386473429951691 0.0145862961747438 0.0042004452471962 0.0109010835677066
"wait" 0.031803243930881 0.0141984949595343 0.0148922545384146 0 0 0.0188132595853558 0.0243070645168419 0.03177479109765 0.0227208179494462 0.0193236714975845 0.0182328702184298 0.0392041556404979 0.0152615169947893
"mine" 0 0 0.0119138036307317 0 0.0324543610547667 0.00376265191707115 0.020624175953684 0.00743665323562022 0.00568020448736154 0 0.0364657404368596 0.0518054913820865 0.0523252011249918
"wrong" 0.0106010813102937 0.0212977424393014 0.0223383818076219 0 0.0486815415821501 0.0301012153365692 0.0353557302063154 0.0310987317125936 0.0227208179494462 0.0193236714975845 0.0206639195808871 0.0168017809887848 0.0174417337083306
"able" 0.0954097317926429 0.0851909697572057 0.068504370876707 0 0.105476673427992 0.0263385634194981 0.0139949765399999 0.0277184347873117 0.0113604089747231 0.0193236714975845 0.0194483948996584 0.00910096470225844 0.00218021671354133
"edwards" 0 0 0 0 0 0 0 0.120338570540036 0 0 0.00121552468122865 0 0
"shook" 0.0106010813102937 0.0141984949595343 0.00744612726920729 0 0.0405679513184584 0.0150506076682846 0.0147315542526314 0.0209578409367479 0.0397614314115308 0.115942028985507 0.0376812651180882 0.0392041556404979 0.0239823838489546
"daddy" 0.127212975723524 0.212977424393014 0 0 0 0.383790495541257 0.000736577712631571 0 0 0 0 0.0231024488595791 0
"skin" 0 0 0.0640366945151827 0 0.0567951318458418 0.048914474921925 0.0139949765399999 0.00473241569539468 0 0 0.0267415429870304 0.0455048235112922 0.00436043342708265
"alone" 0.0106010813102937 0.0283969899190686 0.0446767636152437 0 0.0243407707910751 0.0376265191707115 0.025780219942105 0.0283944941723681 0.0170406134620846 0.0193236714975845 0.0194483948996584 0.0147015583651867 0.0239823838489546
"arse" 0.0106010813102937 0.00709924747976714 0 0 0.0162271805273834 0.0188132595853558 0.0301996862178944 0.00338029692528192 0.00568020448736154 0 0.0024310493624573 0.083308830736058 0
"remember" 0.0106010813102937 0.0425954848786029 0.016381479992256 0 0.0324543610547667 0.0188132595853558 0.0220973313789471 0.0310987317125936 0.00568020448736154 0.0386473429951691 0.0340346910744023 0.0245025972753112 0.0174417337083306
"across" 0.0212021626205873 0.04969473235837 0.0178707054460975 0 0.0162271805273834 0 0.0184144428157893 0.0256902566321426 0.0284010224368077 0.0772946859903382 0.0291725923494877 0.0301031909382395 0.0305230339895786
"breath" 0.0212021626205873 0.0212977424393014 0.0342521854383535 0 0.0811359026369168 0.0564397787560673 0.00810235483894728 0.0162254252413532 0.0284010224368077 0.0386473429951691 0.0328191663931736 0.0315033393539715 0.0196219504218719
"chair" 0.0848086504823492 0.0780917222774386 0.0238276072614633 0.0109517029898149 0.00811359026369168 0.0112879557512135 0.0147315542526314 0.022986019091917 0.0170406134620846 0.0579710144927536 0.0230949689433444 0.0336035619775696 0.0174417337083306
"start" 0.0106010813102937 0.0212977424393014 0.0253168327153048 0 0.00811359026369168 0.0188132595853558 0.0383020410568417 0.0412396224884394 0.00568020448736154 0.0386473429951691 0.00972419744982922 0.0154016325730527 0.00654065014062398
"sir" 0 0.0141984949595343 0.00297845090768291 0 0.0243407707910751 0.0413891710877827 0.0324094193557891 0.0114930095459585 0.0170406134620846 0.0193236714975845 0.031603641711945 0.0147015583651867 0.0981097521093597
"days" 0.0212021626205873 0.09938946471674 0.0208491563537804 0 0.00811359026369168 0.0225759115024269 0.0176778651031577 0.017577544011466 0 0 0.0401123144805455 0.0287030425225074 0.0283428172760372
"different" 0.0212021626205873 0.04969473235837 0.0193599308999389 0 0.00811359026369168 0.0263385634194981 0.0441946627578943 0.0310987317125936 0.0681624538483385 0.0386473429951691 0.00850867276860057 0.00910096470225844 0.00654065014062398
"kept" 0 0.0283969899190686 0.0282952836229877 0 0.0162271805273834 0.0112879557512135 0.0301996862178944 0.0304226723275373 0.0397614314115308 0.0579710144927536 0.0230949689433444 0.0147015583651867 0.0196219504218719
"less" 0 0.00709924747976714 0.0327629599845121 0 0.0162271805273834 0.0301012153365692 0.0228339090915787 0.0250141972470862 0.0227208179494462 0.0193236714975845 0.0364657404368596 0.0133014099494546 0.0392439008437439
"sort" 0 0.00709924747976714 0.0119138036307317 0.0766619209287044 0.0730223123732252 0.0188132595853558 0.0441946627578943 0.0378593255631575 0.0170406134620846 0.0193236714975845 0.00850867276860057 0.0063006678707943 0
"especially" 0 0.00709924747976714 0.0253168327153048 0 0 0.0112879557512135 0.0346191524936838 0.0365072067930447 0.00568020448736154 0.0193236714975845 0.0182328702184298 0.0182019294045169 0.0152615169947893
"feet" 0 0.0283969899190686 0.0193599308999389 0 0.00811359026369168 0.0075253038341423 0.00736577712631571 0.0392114443332702 0.0113604089747231 0 0.031603641711945 0.0322034135618376 0.0218021671354133
"house" 0.148415138344111 0.0922902172369729 0.00595690181536583 0 0.0162271805273834 0.048914474921925 0.00957551026421042 0.0513805132642851 0.0113604089747231 0.0386473429951691 0.0182328702184298 0.00560059366292827 0.0218021671354133
"dad" 0.0212021626205873 0.0780917222774386 0 0 0 0 0.0287265307926313 0.0784228886665405 0.0113604089747231 0 0.00121552468122865 0 0
"either" 0 0.00709924747976714 0.00595690181536583 0 0.0243407707910751 0.0150506076682846 0.0368288856315786 0.0385353849482139 0.0397614314115308 0 0.00972419744982922 0.0196020778202489 0.0196219504218719
"moved" 0.0106010813102937 0.0141984949595343 0.0670151454228656 0 0.0405679513184584 0.0112879557512135 0.0169412873905261 0.0162254252413532 0.0568020448736154 0 0.0109397221310579 0.0294031167303734 0.0152615169947893
"needed" 0.031803243930881 0.0780917222774386 0.0253168327153048 0 0.0162271805273834 0.0338638672536404 0.0375654633442101 0.0209578409367479 0.00568020448736154 0.0193236714975845 0.0194483948996584 0.0140014841573207 0.0196219504218719
"sometimes" 0.0424043252411746 0.0283969899190686 0.0565905672459754 0 0 0 0.015468131965263 0.0324508504827064 0.00568020448736154 0.0193236714975845 0.0145862961747438 0.020302152028115 0.0283428172760372
"alexander" 0.275628114067635 0 0 0 0 0 0 0 0.806589037205339 0 0 0.00140014841573207 0
"chest" 0.031803243930881 0.0425954848786029 0.0282952836229877 0 0.0162271805273834 0.0338638672536404 0.00368288856315786 0.0101408907758458 0.0227208179494462 0.0386473429951691 0.0255260183058017 0.0539057140056846 0.0152615169947893
"large" 0.031803243930881 0.00709924747976714 0.0134030290845731 0.00547585149490746 0.0243407707910751 0.0301012153365692 0.0368288856315786 0.0304226723275373 0.0170406134620846 0 0.0158018208559725 0.0140014841573207 0.0305230339895786
"shoulder" 0.0212021626205873 0.0425954848786029 0.0148922545384146 0 0 0.0188132595853558 0.0110486656894736 0.0121690689310149 0.0454416358988924 0.0966183574879227 0.0328191663931736 0.0490051945506224 0.0087208668541653
"stood" 0.0212021626205873 0.0283969899190686 0.0148922545384146 0 0.0162271805273834 0.0639650825902096 0.00957551026421042 0.017577544011466 0.0454416358988924 0.0193236714975845 0.027957067668259 0.0378040072247658 0.0218021671354133
"une" 0 0 0 0.92541890263936 0 0 0 0 0 0 0 0.000700074207866034 0
"used" 0.031803243930881 0.0141984949595343 0.0268060581691462 0 0.0324543610547667 0.0338638672536404 0.0294631085052628 0.0310987317125936 0.0284010224368077 0.0193236714975845 0.0206639195808871 0.0140014841573207 0.0109010835677066
"window" 0 0.0283969899190686 0.0208491563537804 0 0 0.0413891710877827 0.00589262170105257 0.0351550880229319 0.00568020448736154 0.0193236714975845 0.024310493624573 0.0350037103933017 0.0174417337083306
"hope" 0.0106010813102937 0.00709924747976714 0.0193599308999389 0 0.00811359026369168 0.0075253038341423 0.0375654633442101 0.0385353849482139 0.0113604089747231 0.0193236714975845 0.0194483948996584 0.00910096470225844 0.0218021671354133
"probably" 0.0106010813102937 0.0354962373988357 0.035741410892195 0 0.0243407707910751 0.0075253038341423 0.0301996862178944 0.0398875037183266 0.0568020448736154 0.0193236714975845 0.00850867276860057 0.0105011131179905 0
"sat" 0.031803243930881 0.113587959676274 0.0134030290845731 0 0.0243407707910751 0.048914474921925 0.00883893255157885 0.0128451283160713 0.0511218403862539 0.0386473429951691 0.031603641711945 0.0336035619775696 0.0174417337083306
"sound" 0.0212021626205873 0.0212977424393014 0.0387198617998779 0 0.0567951318458418 0.0263385634194981 0.0213607536663156 0.0270423754022553 0.0511218403862539 0.0579710144927536 0.0121552468122865 0.0133014099494546 0.0283428172760372
"whole" 0.0212021626205873 0.0283969899190686 0.0387198617998779 0 0 0.0075253038341423 0.0184144428157893 0.0202817815516915 0.0227208179494462 0.0193236714975845 0.0364657404368596 0.0252026714831772 0.0174417337083306
"air" 0.0106010813102937 0 0.0104245781768902 0.0109517029898149 0.0162271805273834 0.0112879557512135 0.0191510205284208 0.0351550880229319 0.0170406134620846 0.0386473429951691 0.0182328702184298 0.0266028198989093 0.0348834674166612
"seeing" 0.0212021626205873 0.0212977424393014 0.0670151454228656 0 0.0162271805273834 0.0413891710877827 0.0250436422294734 0.0297466129424809 0.0340812269241693 0.0193236714975845 0.0121552468122865 0.00560059366292827 0.00218021671354133
"bad" 0.0212021626205873 0.0283969899190686 0.0297845090768291 0 0 0.0112879557512135 0.0169412873905261 0.0324508504827064 0.0170406134620846 0.0579710144927536 0.0109397221310579 0.0266028198989093 0.0283428172760372
"red" 0.0106010813102937 0.00709924747976714 0.0253168327153048 0 0.0243407707910751 0.0225759115024269 0.00294631085052628 0.00608453446550745 0.0397614314115308 0.502415458937198 0.0267415429870304 0.0399042298483639 0.0283428172760372
"return" 0.0106010813102937 0.00709924747976714 0.0253168327153048 0 0.0243407707910751 0.0075253038341423 0.0125218211147367 0.0304226723275373 0 0.0193236714975845 0.0474054625679174 0.0133014099494546 0.0457845509843678
"alright" 0.0636064878617619 0.0567939798381372 0.00148922545384146 0 0.0405679513184584 0.0376265191707115 0.0449312404705258 0.0452959787987777 0.0227208179494462 0.0579710144927536 0 0 0
"fell" 0 0.0283969899190686 0.0223383818076219 0 0.0567951318458418 0.0225759115024269 0.00294631085052628 0.0202817815516915 0.0170406134620846 0 0.027957067668259 0.04060430405623 0.0327032507031199
"often" 0.0212021626205873 0.0212977424393014 0.0178707054460975 0 0.00811359026369168 0.0301012153365692 0.0331459970684207 0.0344790286378756 0.00568020448736154 0.0193236714975845 0.0194483948996584 0.00770081628652637 0.0305230339895786
"possible" 0.031803243930881 0 0.0223383818076219 0.00547585149490746 0 0.0075253038341423 0.0287265307926313 0.049352335109116 0 0.0193236714975845 0.0133707714935152 0.00980103891012447 0.013081300281248
"young" 0.0742075691720556 0.0425954848786029 0.0104245781768902 0 0.00811359026369168 0.0188132595853558 0.0243070645168419 0.0398875037183266 0.0397614314115308 0.0772946859903382 0.0340346910744023 0.00280029683146414 0.0087208668541653
"black" 0 0.00709924747976714 0.0446767636152437 0 0.00811359026369168 0.0263385634194981 0.00883893255157885 0.0114930095459585 0.0852030673104232 0 0.0194483948996584 0.0252026714831772 0.0632262846926984
"brought" 0.0106010813102937 0.0212977424393014 0.0268060581691462 0 0.0324543610547667 0.0150506076682846 0.0139949765399999 0.017577544011466 0.0170406134620846 0.0386473429951691 0.0352502157556309 0.0336035619775696 0.0152615169947893
"car" 0.0212021626205873 0.0283969899190686 0.0536121163382925 0.0383309604643522 0.00811359026369168 0.0376265191707115 0.000736577712631571 0.0371832661781011 0 0 0 0.0336035619775696 0
"kind" 0.031803243930881 0.04969473235837 0.0565905672459754 0 0.00811359026369168 0.00376265191707115 0.00736577712631571 0.0081127126206766 0.0113604089747231 0.0193236714975845 0.0340346910744023 0.0315033393539715 0.0327032507031199
"ran" 0 0.0283969899190686 0.0670151454228656 0 0.00811359026369168 0.0075253038341423 0.0139949765399999 0.0236620784769734 0.00568020448736154 0.0386473429951691 0.0109397221310579 0.0252026714831772 0.0196219504218719
"talk" 0.0212021626205873 0.0780917222774386 0.0148922545384146 0 0.0162271805273834 0.0602024306731384 0.0353557302063154 0.0256902566321426 0.0284010224368077 0.0772946859903382 0.0133707714935152 0.00980103891012447 0.00436043342708265
"continued" 0.0530054065514683 0.0212977424393014 0.00744612726920729 0 0.0405679513184584 0.0451518230048538 0.0198875982410524 0.0196057221666351 0.0738426583357001 0.0386473429951691 0.0255260183058017 0.0161017067809188 0.0370636841302025
"sitting" 0.0424043252411746 0.106488712196507 0.0134030290845731 0 0.00811359026369168 0.0225759115024269 0.0176778651031577 0.0216339003218043 0.0568020448736154 0.0193236714975845 0.0218794442621157 0.0259027456910433 0.0109010835677066
"trousers" 0 0 0.00893535272304874 0 0.0649087221095335 0.0376265191707115 0.005156043988421 0.00676059385056383 0 0 0.0218794442621157 0.0707074949944694 0.00436043342708265
"food" 0.0106010813102937 0.0141984949595343 0.00297845090768291 0 0 0.0225759115024269 0.0486141290336837 0.0432678006436085 0.0340812269241693 0 0 0.00770081628652637 0.00654065014062398
"mr" 0.0106010813102937 0.00709924747976714 0.00446767636152437 0 0 0.0188132595853558 0.0250436422294734 0.0588171664999054 0.136324907696677 0.0966183574879227 0.00121552468122865 0 0
"qu" 0 0 0 0.881612090680101 0 0 0 0 0 0 0 0 0
"qui" 0 0 0 0.881612090680101 0 0 0 0 0 0 0 0 0
"raised" 0.0212021626205873 0.0212977424393014 0.0461659890690852 0 0.0162271805273834 0.0188132595853558 0.005156043988421 0.00540847508045107 0.0795228628230616 0.0193236714975845 0.0255260183058017 0.04060430405623 0.0196219504218719
"doubt" 0 0 0.0134030290845731 0 0.00811359026369168 0.0075253038341423 0.0397751964821048 0.0344790286378756 0.0284010224368077 0 0.0230949689433444 0.00770081628652637 0.0174417337083306
"laughed" 0.0636064878617619 0.0141984949595343 0.0268060581691462 0 0 0.0188132595853558 0.0147315542526314 0.0114930095459585 0.0227208179494462 0.0386473429951691 0.0291725923494877 0.0371039330168998 0.0196219504218719
"ferret" 0 0 0 0 0 0 0 0 0 0 0.0024310493624573 0 0.340113807312447
"stared" 0.0106010813102937 0.0212977424393014 0.016381479992256 0 0.00811359026369168 0.0112879557512135 0.0110486656894736 0.017577544011466 0.113604089747231 0.0966183574879227 0.0194483948996584 0.0322034135618376 0.0218021671354133
"cold" 0.0106010813102937 0.00709924747976714 0.052122890884451 0 0.0567951318458418 0.0338638672536404 0.0117852434021051 0.00676059385056383 0.0340812269241693 0.0193236714975845 0.0145862961747438 0.0322034135618376 0.0261626005624959
"money" 0.0106010813102937 0 0.0208491563537804 0 0.00811359026369168 0.0112879557512135 0.0611359501484204 0.0209578409367479 0 0.0193236714975845 0.0109397221310579 0.00700074207866034 0.00654065014062398
"shirt" 0 0 0.0625474690613412 0 0.0405679513184584 0.0301012153365692 0.00883893255157885 0.00878877200573298 0.00568020448736154 0 0.00972419744982922 0.0455048235112922 0.00436043342708265
"short" 0.031803243930881 0 0.0238276072614633 0 0.0243407707910751 0.0263385634194981 0.0301996862178944 0.022986019091917 0.0454416358988924 0.0193236714975845 0.0145862961747438 0.0168017809887848 0.0152615169947893
"cannot" 0.0212021626205873 0.0141984949595343 0 0 0.0243407707910751 0.0188132595853558 0.0368288856315786 0.0432678006436085 0 0 0.0158018208559725 0.00490051945506224 0.0196219504218719
"gone" 0.0106010813102937 0.0567939798381372 0.0223383818076219 0 0.0405679513184584 0.0225759115024269 0.010312087976842 0.0209578409367479 0.00568020448736154 0.0386473429951691 0.0328191663931736 0.0231024488595791 0.0261626005624959
"lui" 0 0 0 0.848756981710656 0 0 0 0 0 0 0 0 0
"rolled" 0.0106010813102937 0.00709924747976714 0.0208491563537804 0 0.0324543610547667 0.0225759115024269 0.0117852434021051 0.0223099597068607 0.0227208179494462 0.0193236714975845 0.00972419744982922 0.042004452471962 0.0152615169947893
"run" 0.0212021626205873 0.00709924747976714 0.035741410892195 0 0.0162271805273834 0.0338638672536404 0.0228339090915787 0.0351550880229319 0.0113604089747231 0.0193236714975845 0.0121552468122865 0.0105011131179905 0.013081300281248
